Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
04/20/2015,Open,,15-01455165,Rodent Baiting/Rat Complaint,,,,,,7426 W BELMONT AVE,60634,1125968.49749966,1920419.00051803,36,16,17,41.937976422,-87.8124567961,"(41.93797642198614, -87.8124567961036)"
04/20/2015,Open,,15-01452601,Rodent Baiting/Rat Complaint,,,,,,3950 N ASHLAND AVE,60613,1164958.83011687,1925968.75941738,47,19,6,41.9524657334,-87.6690007407,"(41.952465733358736, -87.66900074073484)"
04/20/2015,Open,,15-01452467,Rodent Baiting/Rat Complaint,,,,,,345 W CALHOUN PL,60606,1173956.25569629,1900569.67013233,42,1,32,41.8825733572,-87.636684615,"(41.88257335718049, -87.6366846150087)"
04/19/2015,Open,,15-01442047,Rodent Baiting/Rat Complaint,,,,,,3116 N SOUTHPORT AVE,60657,1166427.05618824,1920687.05192372,32,19,6,41.9379411236,-87.663755185,"(41.93794112356667, -87.66375518496982)"
04/19/2015,Open,,15-01444207,Rodent Baiting/Rat Complaint,,,,,,430 W 42ND PL,60609,1174062.35329109,1876760.56641989,11,9,61,41.8172369787,-87.6370039535,"(41.81723697867805, -87.63700395352853)"
04/19/2015,Open,,15-01435154,Rodent Baiting/Rat Complaint,,,,,,1325 S MICHIGAN AVE,60605,1177433.59421818,1894326.03440413,2,1,33,41.8653622891,-87.6241053355,"(41.865362289089894, -87.62410533551642)"
04/19/2015,Open,,15-01437602,Rodent Baiting/Rat Complaint,,,,,,1433 W WALTON ST,60642,1166664.1937295,1906449.2233712,27,12,24,41.8988665916,-87.6632924926,"(41.898866591642175, -87.66329249259846)"
04/19/2015,Open,,15-01439407,Rodent Baiting/Rat Complaint,,,,,,2923 N NATCHEZ AVE,60634,1132577.26820316,1918727.95516785,36,25,19,41.9332232419,-87.788207273,"(41.93322324188189, -87.78820727304985)"
04/19/2015,Open,,15-01429216,Rodent Baiting/Rat Complaint,,,,,,5346 N CALIFORNIA AVE,60625,1156722.94488252,1935492.54148589,40,20,4,41.9787707206,-87.6990169726,"(41.97877072057374, -87.69901697256054)"
04/19/2015,Open,,15-01440276,Rodent Baiting/Rat Complaint,,,,,,2822 N RICHMOND ST,60618,1156223.94162417,1918617.93902039,35,14,21,41.9324758871,-87.7013097615,"(41.93247588709817, -87.70130976146116)"
04/19/2015,Open,,15-01443606,Rodent Baiting/Rat Complaint,,,,,,3922 N CHRISTIANA AVE,60618,1153360.25859927,1925879.01628522,35,17,16,41.9524582671,-87.7116399873,"(41.95245826712128, -87.71163998725312)"
04/19/2015,Open,,15-01432094,Rodent Baiting/Rat Complaint,,,,,,2623 N SHEFFIELD AVE,60614,1169174.12437943,1917606.96430567,43,19,7,41.9294298982,-87.6537489514,"(41.92942989818045, -87.65374895143555)"
04/19/2015,Open,,15-01430373,Rodent Baiting/Rat Complaint,,,,,,10521 S WALLACE ST,60628,1174168.99070469,1835033.45997767,34,22,49,41.7027303999,-87.6378502793,"(41.7027303999164, -87.63785027928712)"
04/19/2015,Open,,15-01442353,Rodent Baiting/Rat Complaint,,,,,,4730 W HURON ST,60644,1144663.95458958,1904218.90377499,28,11,25,41.8931894124,-87.7441552595,"(41.89318941239256, -87.7441552595193)"
04/19/2015,Open,,15-01429497,Rodent Baiting/Rat Complaint,,,,,,1422 N CAMPBELL AVE,60622,1159481.35377194,1909376.095189,26,14,24,41.9070490743,-87.6895940716,"(41.907049074291606, -87.68959407156831)"
04/19/2015,Open,,15-01436306,Rodent Baiting/Rat Complaint,,,,,,1511 N MASSASOIT AVE,60651,1137731.0711189,1909467.81372255,29,25,25,41.9077208807,-87.769490857,"(41.90772088067564, -87.76949085702418)"
04/19/2015,Open - Dup,,15-01430714,Rodent Baiting/Rat Complaint,,,,,,2152 S HOYNE AVE,60608,1162703.79900121,1889625.31421476,25,12,31,41.8527842597,-87.6783104049,"(41.85278425965, -87.67831040493749)"
04/19/2015,Open,,15-01435829,Rodent Baiting/Rat Complaint,,,,,,1525 N NORTH PARK AVE,60610,1173892.51051606,1910496.68401563,27,18,8,41.909815048,-87.6366226764,"(41.90981504798991, -87.63662267635708)"
04/19/2015,Open,,15-01431029,Rodent Baiting/Rat Complaint,,,,,,5217 W CARMEN AVE,60630,1140661.36809065,1933420.33849456,45,16,11,41.9733956054,-87.7581359538,"(41.9733956053947, -87.75813595375645)"
04/19/2015,Open,,15-01428589,Rodent Baiting/Rat Complaint,,,,,,1957 N FREMONT ST,60614,1169982.91750959,1913168.4831713,43,18,7,41.9172328546,-87.6509066909,"(41.91723285463622, -87.65090669086538)"
04/19/2015,Open,,15-01430723,Rodent Baiting/Rat Complaint,,,,,,719 W 19TH PL,60616,1171699.8099987,1890871.87999067,25,12,31,41.8560118812,-87.645255709,"(41.85601188124155, -87.64525570895677)"
04/19/2015,Open,,15-01432092,Rodent Baiting/Rat Complaint,,,,,,729 W OHIO ST,60654,1171188.82561423,1904077.49968635,27,12,24,41.8922602654,-87.6467435378,"(41.89226026539505, -87.64674353780308)"
04/19/2015,Open - Dup,,15-01441721,Rodent Baiting/Rat Complaint,,,,,,3030 W FLETCHER ST,60618,1155660.34361066,1920794.64419468,33,14,21,41.9384603072,-87.7033221429,"(41.93846030724043, -87.70332214294717)"
04/19/2015,Open,,15-01435237,Rodent Baiting/Rat Complaint,,,,,,5722 W HIGGINS AVE,60630,1137170.11998173,1932615.17622983,45,16,11,41.9712497747,-87.770993728,"(41.97124977466687, -87.77099372801655)"
04/19/2015,Open,,15-01435816,Rodent Baiting/Rat Complaint,,,,,,2446 N RICHMOND ST,60647,1156288.817075,1916245.914075,35,14,22,41.9259655605,-87.7011356236,"(41.92596556047404, -87.70113562362023)"
04/19/2015,Open,,15-01428316,Rodent Baiting/Rat Complaint,,,,,,2140 S HOYNE AVE,60608,1162701.99900121,1889685.51421476,25,12,31,41.8529494921,-87.678315326,"(41.85294949209975, -87.67831532604389)"
04/19/2015,Open,,15-01442045,Rodent Baiting/Rat Complaint,,,,,,26 E 14TH PL,60605,1176796.23243274,1893248.88008063,2,1,33,41.8624209336,-87.6264776446,"(41.86242093359109, -87.62647764459452)"
04/19/2015,Open,,15-01431009,Rodent Baiting/Rat Complaint,,,,,,5809 N KIMBALL AVE,60659,1152662.34646787,1938391.36280954,39,17,13,41.9868067888,-87.7138729785,"(41.98680678875382, -87.71387297850947)"
04/19/2015,Open,,15-01430083,Rodent Baiting/Rat Complaint,,,,,,614 W OAKDALE AVE,60657,1171631.30033385,1919868.12999588,44,19,6,41.9355808347,-87.6446528684,"(41.93558083469405, -87.64465286836871)"
04/19/2015,Open,,15-01441706,Rodent Baiting/Rat Complaint,,,,,,3030 W FLETCHER ST,60618,1155660.34361066,1920794.64419468,33,14,21,41.9384603072,-87.7033221429,"(41.93846030724043, -87.70332214294717)"
04/19/2015,Open,,15-01434389,Rodent Baiting/Rat Complaint,,,,,,238 W 57TH ST,60621,1175546.58221395,1867169.80281855,3,7,68,41.7908858675,-87.6318465655,"(41.79088586748624, -87.6318465654604)"
04/19/2015,Open,,15-01438103,Rodent Baiting/Rat Complaint,,,,,,2153 W CULLOM AVE,60618,1161150.69136688,1928528.89409663,47,19,5,41.9595710256,-87.6829281401,"(41.95957102560329, -87.68292814014728)"
04/19/2015,Open,,15-01445721,Rodent Baiting/Rat Complaint,,,,,,6534 N WHIPPLE ST,60645,1154818.65579094,1943179.38531517,50,24,2,41.9999022751,-87.7058129736,"(41.99990227505237, -87.70581297360923)"
04/19/2015,Open,,15-01427048,Rodent Baiting/Rat Complaint,,,,,,3749 W WRIGHTWOOD AVE,60647,1150851.58770036,1917022.12777144,35,25,22,41.9282038239,-87.7210945362,"(41.92820382385749, -87.72109453616561)"
04/19/2015,Open,,15-01426518,Rodent Baiting/Rat Complaint,,,,,,1000 W WOLFRAM ST,60657,1169123.655114,1919106.25410583,44,19,6,41.9335451187,-87.6538907495,"(41.933545118671866, -87.65389074954983)"
04/19/2015,Open,,15-01442698,Rodent Baiting/Rat Complaint,,,,,,4747 W BERENICE AVE,60641,1144049.31350966,1925168.05007479,38,17,15,41.9506875528,-87.7458855716,"(41.95068755282612, -87.74588557157051)"
04/19/2015,Open,,15-01434846,Rodent Baiting/Rat Complaint,,,,,,6654 N TALMAN AVE,60645,1157451.39129497,1944055.80970449,50,24,2,42.0022538624,-87.6961037455,"(42.00225386239956, -87.69610374546563)"
04/19/2015,Open,,15-01443628,Rodent Baiting/Rat Complaint,,,,,,4309 W ADAMS ST,60624,1147698.44728207,1898663.14747428,28,11,26,41.8778860731,-87.733153283,"(41.87788607310944, -87.7331532829534)"
04/19/2015,Open,,15-01434377,Rodent Baiting/Rat Complaint,,,,,,6900 S PERRY AVE,60621,1176588.78323413,1859239.30160755,6,7,69,41.7691003362,-87.6282635125,"(41.7691003361954, -87.62826351252069)"
04/19/2015,Open,,15-01432690,Rodent Baiting/Rat Complaint,,,,,,2809 W COYLE AVE,60645,1156377.1800294,1945979.73271354,50,24,2,42.0075550504,-87.7000033109,"(42.00755505040327, -87.70000331090029)"
04/19/2015,Open,,15-01443100,Rodent Baiting/Rat Complaint,,,,,,2541 W ARGYLE ST,60625,1158647.52089838,1932993.51092561,47,20,4,41.9718739353,-87.6920080477,"(41.97187393534088, -87.69200804771131)"
04/18/2015,Open - Dup,,15-01422879,Rodent Baiting/Rat Complaint,,,,,,5717 W HIGGINS AVE,60630,1137043.21998173,1932659.37622983,45,16,11,41.9713733482,-87.7714592951,"(41.97137334818809, -87.77145929510098)"
04/18/2015,Open,,15-01421823,Rodent Baiting/Rat Complaint,,,,,,2331 W WARREN BLVD,60612,1160866.75666798,1900296.92171001,2,12,28,41.8821064289,-87.6847570089,"(41.88210642886347, -87.6847570088628)"
04/18/2015,Open,,15-01422224,Rodent Baiting/Rat Complaint,,,,,,2237 W CORTEZ ST,60622,1161299.83331758,1906951.23190165,32,12,24,41.9003574188,-87.6829815521,"(41.90035741875883, -87.68298155212469)"
04/18/2015,Open,,15-01417498,Rodent Baiting/Rat Complaint,,,,,,6749 S OAKLEY AVE,60636,1162231.62362681,1859851.28857432,17,8,66,41.7710906316,-87.680873124,"(41.771090631583505, -87.68087312402668)"
04/18/2015,Open,,15-01415327,Rodent Baiting/Rat Complaint,,,,,,6236 S MOODY AVE,60638,1136481.18588778,1862537.71132616,23,8,64,41.7789599659,-87.7752026818,"(41.778959965949156, -87.77520268184253)"
04/18/2015,Open,,15-01409927,Rodent Baiting/Rat Complaint,,,,,,5822 W WASHINGTON BLVD,60644,1137578.02220202,1900154.80458988,29,15,25,41.8821675706,-87.7702775981,"(41.88216757058885, -87.7702775981248)"
04/18/2015,Open,,15-01421827,Rodent Baiting/Rat Complaint,,,,,,2226 W AUGUSTA BLVD,60622,1161382.61168518,1906622.73680192,32,12,24,41.8994542799,-87.6826866547,"(41.899454279860926, -87.68268665466059)"
04/18/2015,Open,,15-01422017,Rodent Baiting/Rat Complaint,,,,,,2223 W CORTEZ ST,60622,1161393.83331758,1906954.23190165,32,12,24,41.9003636951,-87.6826362027,"(41.900363695058516, -87.68263620268891)"
04/18/2015,Open,,15-01416188,Rodent Baiting/Rat Complaint,,,,,,6028 W BERENICE AVE,60634,1135486.18880622,1924970.84921386,38,16,17,41.9503031586,-87.7773682139,"(41.95030315863191, -87.77736821393587)"
04/18/2015,Open,,15-01412470,Rodent Baiting/Rat Complaint,,,,,,2009 N CALIFORNIA AVE,60647,1157379.46978256,1913272.24056594,1,14,22,41.9177834378,-87.6972090533,"(41.91778343783603, -87.697209053327)"
04/18/2015,Open,,15-01410808,Rodent Baiting/Rat Complaint,,,,,,2654 W WINNEMAC AVE,60625,1157752.18559916,1933438.85548106,40,20,4,41.9731143282,-87.6952881382,"(41.97311432817824, -87.69528813816316)"
04/18/2015,Open,,15-01414655,Rodent Baiting/Rat Complaint,,,,,,338 W 42ND PL,60609,1174582.87320806,1876775.2360179,3,9,37,41.8172656426,-87.6350941179,"(41.817265642635974, -87.63509411793495)"
04/18/2015,Open,,15-01423311,Rodent Baiting/Rat Complaint,,,,,,7133 W BERWYN AVE,60656,1127780.76062854,1934690.26470277,41,16,10,41.9771079611,-87.805473136,"(41.97710796112297, -87.80547313604336)"
04/18/2015,Open,,15-01426102,Rodent Baiting/Rat Complaint,,,,,,2909 W 38TH PL,60632,1157607.82557811,1878968.24539354,14,9,58,41.8236451712,-87.6973039238,"(41.82364517116411, -87.69730392384527)"
04/18/2015,Open,,15-01421696,Rodent Baiting/Rat Complaint,,,,,,2231 W CORTEZ ST,60622,1161340.13331758,1906952.53190165,32,12,24,41.9003601476,-87.6828334924,"(41.90036014763268, -87.68283349236042)"
04/18/2015,Open,,15-01411165,Rodent Baiting/Rat Complaint,,,,,,1239 W OAKDALE AVE,60657,1167521.40870381,1919719.67009993,32,19,6,41.9352630553,-87.6597611759,"(41.93526305526543, -87.65976117587509)"
04/18/2015,Open,,15-01411028,Rodent Baiting/Rat Complaint,,,,,,2237 N LAKEWOOD AVE,60614,1167278.28792751,1914999.57761147,32,18,7,41.9223161094,-87.6607907139,"(41.92231610938071, -87.66079071385974)"
04/18/2015,Open,,15-01415864,Rodent Baiting/Rat Complaint,,,,,,2019 N DAYTON ST,60614,1170297.31632316,1913636.13281604,43,18,7,41.9185092388,-87.6497378993,"(41.91850923877384, -87.64973789926198)"
04/18/2015,Open,,15-01415059,Rodent Baiting/Rat Complaint,,,,,,4000 W 56TH PL,60629,1150666.54951101,1866834.50050301,13,8,62,41.7904866021,-87.7230852965,"(41.79048660205816, -87.72308529647107)"
04/18/2015,Open,,15-01417219,Rodent Baiting/Rat Complaint,,,,,,2722 W CRYSTAL ST,60622,1158021.36277437,1908212.35720653,26,14,24,41.9038856217,-87.6949890618,"(41.90388562174136, -87.69498906179443)"
04/18/2015,Open,,15-01421799,Rodent Baiting/Rat Complaint,,,,,,2229 W CORTEZ ST,60622,1161353.53331758,1906952.93190165,32,12,24,41.9003609664,-87.6827842625,"(41.90036096643917, -87.68278426246654)"
04/18/2015,Open,,15-01419172,Rodent Baiting/Rat Complaint,,,,,,4110 W CRYSTAL ST,60651,1148753.28772962,1908019.01868923,37,25,23,41.903539286,-87.7290382011,"(41.90353928599979, -87.72903820105779)"
04/18/2015,Open,,15-01414653,Rodent Baiting/Rat Complaint,,,,,,945 W MONROE ST,60607,1170043.30152755,1899755.63402618,2,12,28,41.8804258491,-87.6510767288,"(41.88042584912132, -87.65107672880735)"
04/18/2015,Open,,15-01422931,Rodent Baiting/Rat Complaint,,,,,,2152 S HOYNE AVE,60608,1162703.79900121,1889625.31421476,25,12,31,41.8527842597,-87.6783104049,"(41.85278425965, -87.67831040493749)"
04/18/2015,Open,,15-01411222,Rodent Baiting/Rat Complaint,,,,,,6620 S MARSHFIELD AVE,60636,1166467.37008682,1860808.54031781,15,7,67,41.7736282278,-87.665319114,"(41.773628227841726, -87.66531911396383)"
04/18/2015,Open,,15-01422019,Rodent Baiting/Rat Complaint,,,,,,2221 W CORTEZ ST,60622,1161407.23331758,1906954.63190165,32,12,24,41.9003645138,-87.6825869728,"(41.900364513780396, -87.68258697279086)"
04/18/2015,Open,,15-01417501,Rodent Baiting/Rat Complaint,,,,,,2610 S KEELER AVE,60623,1148805.57839477,1886322.14701338,22,10,30,41.843999543,-87.7294068773,"(41.84399954299404, -87.72940687732952)"
04/18/2015,Open,,15-01415605,Rodent Baiting/Rat Complaint,,,,,,5717 W HIGGINS AVE,60630,1137043.21998173,1932659.37622983,45,16,11,41.9713733482,-87.7714592951,"(41.97137334818809, -87.77145929510098)"
04/18/2015,Open,,15-01415610,Rodent Baiting/Rat Complaint,,,,,,6751 S OAKLEY AVE,60636,1162231.86909096,1859837.95000128,17,8,66,41.7710540236,-87.6808725952,"(41.77105402356434, -87.68087259516585)"
04/18/2015,Open,,15-01421818,Rodent Baiting/Rat Complaint,,,,,,2234 W CORTEZ ST,60622,1161319.93331758,1906951.93190165,32,12,24,41.9003589215,-87.6829077045,"(41.900358921463805, -87.68290770450349)"
04/18/2015,Open,,15-01416534,Rodent Baiting/Rat Complaint,,,,,,2132 N WHIPPLE ST,60647,1155559.13179768,1913963.94020494,35,14,22,41.9197183745,-87.7038784203,"(41.919718374475615, -87.70387842033584)"
04/18/2015,Open,,15-01410784,Rodent Baiting/Rat Complaint,,,,,,644 W 46TH PL,60609,1172780.2004869,1874056.43368547,11,9,61,41.8098449902,-87.6417870441,"(41.80984499022787, -87.6417870440572)"
04/18/2015,Open,,15-01410339,Rodent Baiting/Rat Complaint,,,,,,1533 W AUGUSTA BLVD,60642,1165847.746,1906756.3369,27,12,24,41.8997267913,-87.6662824878,"(41.89972679125361, -87.66628248780577)"
04/18/2015,Open,,15-01425025,Rodent Baiting/Rat Complaint,,,,,,1343 W TAYLOR ST,60607,1167500.99000852,1895702.0186155,2,12,28,41.8693574891,-87.6605284679,"(41.869357489066076, -87.66052846786793)"
04/18/2015,Open,,15-01420486,Rodent Baiting/Rat Complaint,,,,,,911 W 34TH ST,60608,1170787.33302229,1882395.05909312,11,9,60,41.8327707668,-87.6488529117,"(41.83277076684809, -87.64885291165369)"
04/18/2015,Open,,15-01421817,Rodent Baiting/Rat Complaint,,,,,,2235 W CORTEZ ST,60622,1161313.23331758,1906951.73190165,32,12,24,41.900358512,-87.6829323194,"(41.900358512036725, -87.68293231944932)"
04/18/2015,Open,,15-01414153,Rodent Baiting/Rat Complaint,,,,,,1881 N HOYNE AVE,60647,1162057.34727248,1912597.90898435,32,14,22,41.9158365251,-87.6800412093,"(41.91583652510528, -87.6800412092879)"
04/18/2015,Open,,15-01414636,Rodent Baiting/Rat Complaint,,,,,,6333 S SPRINGFIELD AVE,60629,1151463.98668757,1862201.03088658,13,8,65,41.7777560761,-87.7202823973,"(41.77775607611363, -87.72028239726247)"
04/18/2015,Open,,15-01421806,Rodent Baiting/Rat Complaint,,,,,,2227 W CORTEZ ST,60622,1161366.93331758,1906953.33190165,32,12,24,41.9003617852,-87.6827350326,"(41.900361785224554, -87.68273503257168)"
04/18/2015,Open,,15-01422226,Rodent Baiting/Rat Complaint,,,,,,2236 W AUGUSTA BLVD,60622,1161315.51168518,1906620.63680192,32,12,24,41.8994499135,-87.6829331707,"(41.89944991347376, -87.68293317072421)"
04/18/2015,Open,,15-01415420,Rodent Baiting/Rat Complaint,,,,,,6811 S KARLOV AVE,60629,1150208.99451129,1859118.46159023,13,8,65,41.7693214661,-87.7249632227,"(41.769321466080505, -87.72496322268393)"
04/18/2015,Open,,15-01409953,Rodent Baiting/Rat Complaint,,,,,,4300 S GREENWOOD AVE,60653,1184309.36142236,1876721.3939783,4,2,39,41.8168954728,-87.5994167805,"(41.81689547280168, -87.59941678046776)"
04/18/2015,Open,,15-01415355,Rodent Baiting/Rat Complaint,,,,,,6232 S MOODY AVE,60638,1136480.28588778,1862564.71132616,23,8,64,41.7790340749,-87.7752053389,"(41.77903407494239, -87.77520533893647)"
04/18/2015,Open,,15-01417880,Rodent Baiting/Rat Complaint,,,,,,751 N CENTRAL AVE,60644,1138889.25402312,1904445.88603393,37,15,25,41.8939191347,-87.7653583859,"(41.89391913468216, -87.76535838590769)"
04/18/2015,Open,,15-01411455,Rodent Baiting/Rat Complaint,,,,,,454 N CARPENTER ST,60642,1169371.67842938,1903343.77217086,27,12,24,41.890286575,-87.6534384606,"(41.890286574979505, -87.6534384606003)"
04/18/2015,Open,,15-01411158,Rodent Baiting/Rat Complaint,,,,,,715 E 105TH PL,60628,1182948.78700068,1835155.36887626,9,5,50,41.7028658687,-87.6056973489,"(41.70286586868338, -87.6056973489176)"
04/18/2015,Open,,15-01415416,Rodent Baiting/Rat Complaint,,,,,,6240 S MCVICKER AVE,60638,1137148.05900081,1862532.62052684,23,8,64,41.7789340923,-87.7727579353,"(41.7789340923174, -87.77275793528035)"
04/18/2015,Open,,15-01414650,Rodent Baiting/Rat Complaint,,,,,,350 W 43RD ST,60609,1174455.8962043,1876442.27482517,3,9,37,41.8163547968,-87.6355698198,"(41.81635479681812, -87.63556981979372)"
04/18/2015,Open,,15-01424646,Rodent Baiting/Rat Complaint,,,,,,1137 W BELMONT AVE,60657,1168030.09087558,1921397.31729715,44,19,6,41.9398556162,-87.6578431756,"(41.93985561618901, -87.65784317564139)"
04/18/2015,Open,,15-01414661,Rodent Baiting/Rat Complaint,,,,,,338 W 42ND ST,60609,1174568.93667166,1877103.23819783,3,9,37,41.8181660214,-87.6351354641,"(41.81816602140212, -87.63513546414575)"
04/18/2015,Open,,15-01410050,Rodent Baiting/Rat Complaint,,,,,,4600 S EVANS AVE,60653,1182027.10987713,1874675.73991105,4,2,38,41.8113352253,-87.6078519065,"(41.81133522533173, -87.60785190649587)"
04/18/2015,Open,,15-01411154,Rodent Baiting/Rat Complaint,,,,,,5052 S LAFLIN ST,60609,1167190.55517726,1871231.44291813,16,9,61,41.8022144943,-87.6623698962,"(41.80221449429258, -87.66236989624034)"
04/18/2015,Open,,15-01419624,Rodent Baiting/Rat Complaint,,,,,,3642 S SEELEY AVE,60609,1163285.14948706,1880517.66563099,11,9,59,41.8277797347,-87.6764323295,"(41.827779734672625, -87.67643232951593)"
04/18/2015,Open,,15-01417560,Rodent Baiting/Rat Complaint,,,,,,8028 S MARQUETTE AVE,60617,1195570.38139993,1852258.57869357,7,4,46,41.7494966634,-87.5589175299,"(41.74949666337929, -87.55891752987935)"
04/18/2015,Open,,15-01418307,Rodent Baiting/Rat Complaint,,,,,,4503 N MALDEN ST,60640,1166734.24997925,1930093.15002354,46,19,3,41.9637452756,-87.6623555528,"(41.96374527564833, -87.66235555276353)"
04/18/2015,Open,,15-01419992,Rodent Baiting/Rat Complaint,,,,,,4953 W SUPERIOR ST,60644,1143197.42880315,1904512.9344893,37,15,25,41.8940237745,-87.7495339854,"(41.89402377450261, -87.74953398538037)"
04/18/2015,Open,,15-01417496,Rodent Baiting/Rat Complaint,,,,,,7229 S ARTESIAN AVE,60629,1161293.46168726,1856648.02931588,18,8,66,41.7623199065,-87.6844006936,"(41.762319906487186, -87.68440069361513)"
04/18/2015,Open,,15-01410804,Rodent Baiting/Rat Complaint,,,,,,3008 W PALMER BLVD,60647,1155932.68003344,1914325.01210583,35,14,22,41.9207016526,-87.7024961833,"(41.9207016526295, -87.70249618332467)"
04/18/2015,Open,,15-01415862,Rodent Baiting/Rat Complaint,,,,,,2508 W IOWA ST,60622,1159492.24887708,1905908.07086742,26,12,24,41.8975323081,-87.6896496384,"(41.897532308067404, -87.68964963841648)"
04/18/2015,Open,,15-01412799,Rodent Baiting/Rat Complaint,,,,,,4613 N LOWELL AVE,60630,1146413.05283162,1930339.5738221,45,17,16,41.964833839,-87.7370642642,"(41.96483383901916, -87.737064264152)"
04/18/2015,Open,,15-01424693,Rodent Baiting/Rat Complaint,,,,,,2238 N LAPORTE AVE,60639,1143026.33792054,1914431.60141833,31,25,19,41.9212448817,-87.7499145863,"(41.921244881683364, -87.74991458627898)"
